Region,Country,State,City,Month,Day,temp2,temp1,time
Africa,Algeria,,Algiers,1,1,65.2,64.2,1
Africa,Algeria,,Algiers,1,2,50.4,49.4,2
Africa,Algeria,,Algiers,1,3,49.8,48.8,3
Africa,Algeria,,Algiers,1,4,47.4,46.4,4
Africa,Algeria,,Algiers,1,5,48.9,47.9,5
Africa,Algeria,,Algiers,1,6,49.7,48.7,6
Africa,Algeria,,Algiers,1,7,49.9,48.9,7
Africa,Algeria,,Algiers,1,8,50.1,49.1,8
Africa,Algeria,,Algiers,1,9,50,49,9
Africa,Algeria,,Algiers,1,10,52.9,51.9,10
Africa,Algeria,,Algiers,1,11,52.7,51.7,11
Africa,Algeria,,Algiers,1,12,52.3,51.3,12
Africa,Algeria,,Algiers,1,13,48,47,13
Africa,Algeria,,Algiers,1,14,47.9,46.9,14
Africa,Algeria,,Algiers,1,15,48.5,47.5,15
Africa,Algeria,,Algiers,1,16,46.9,45.9,16
Africa,Algeria,,Algiers,1,17,45.5,44.5,17
Africa,Algeria,,Algiers,1,18,51.7,50.7,18
Africa,Algeria,,Algiers,1,19,55,54,19
Africa,Algeria,,Algiers,1,20,53.6,52.6,20
Africa,Algeria,,Algiers,1,21,55.2,54.2,21
Africa,Algeria,,Algiers,1,22,52,51,22
Africa,Algeria,,Algiers,1,23,54.5,53.5,23
Africa,Algeria,,Algiers,1,24,55.2,54.2,24
Africa,Algeria,,Algiers,1,25,55.2,54.2,25
Africa,Algeria,,Algiers,1,26,53.6,52.6,26
Africa,Algeria,,Algiers,1,27,56.5,55.5,27
Africa,Algeria,,Algiers,1,28,54.8,53.8,28
Africa,Algeria,,Algiers,1,29,55.3,54.3,29
Africa,Algeria,,Algiers,1,30,58.4,57.4,30
Africa,Algeria,,Algiers,1,31,57.9,56.9,31
Africa,Algeria,,Algiers,2,1,51.4,50.4,32
Africa,Algeria,,Algiers,2,2,51.1,50.1,33
Africa,Algeria,,Algiers,2,3,55.1,54.1,34
Africa,Algeria,,Algiers,2,4,50.1,49.1,35
Africa,Algeria,,Algiers,2,5,49.8,48.8,36
Africa,Algeria,,Algiers,2,6,51.7,50.7,37
Africa,Algeria,,Algiers,2,7,52.6,51.6,38
Africa,Algeria,,Algiers,2,8,53.6,52.6,39
Africa,Algeria,,Algiers,2,9,57.3,56.3,40
Africa,Algeria,,Algiers,2,10,60,59,41
Africa,Algeria,,Algiers,2,11,60.4,59.4,42
Africa,Algeria,,Algiers,2,12,56.5,55.5,43
Africa,Algeria,,Algiers,2,13,58,57,44
Africa,Algeria,,Algiers,2,14,61.8,60.8,45
Africa,Algeria,,Algiers,2,15,62.8,61.8,46
Africa,Algeria,,Algiers,2,16,58.7,57.7,47
Africa,Algeria,,Algiers,2,17,57.1,56.1,48
Africa,Algeria,,Algiers,2,18,54.4,53.4,49
Africa,Algeria,,Algiers,2,19,52.4,51.4,50
Africa,Algeria,,Algiers,2,20,53.6,52.6,51
Africa,Algeria,,Algiers,2,21,53.5,52.5,52
Africa,Algeria,,Algiers,2,22,58.5,57.5,53
Africa,Algeria,,Algiers,2,23,56.1,55.1,54
Africa,Algeria,,Algiers,2,24,55.3,54.3,55
Africa,Algeria,,Algiers,2,25,64,63,56
Africa,Algeria,,Algiers,2,26,61,60,57
Africa,Algeria,,Algiers,2,27,49.3,48.3,58
Africa,Algeria,,Algiers,2,28,56.3,55.3,59
Africa,Algeria,,Algiers,3,1,53.2,52.2,60
Africa,Algeria,,Algiers,3,2,57.6,56.6,61
Africa,Algeria,,Algiers,3,3,55.7,54.7,62
Africa,Algeria,,Algiers,3,4,52.9,51.9,63
Africa,Algeria,,Algiers,3,5,55.5,54.5,64
Africa,Algeria,,Algiers,3,6,59.5,58.5,65
Africa,Algeria,,Algiers,3,7,54.4,53.4,66
Africa,Algeria,,Algiers,3,8,52.8,51.8,67
Africa,Algeria,,Algiers,3,9,54.3,53.3,68
Africa,Algeria,,Algiers,3,10,66.6,65.6,69
Africa,Algeria,,Algiers,3,11,69.7,68.7,70
Africa,Algeria,,Algiers,3,12,59.4,58.4,71
Africa,Algeria,,Algiers,3,13,56.1,55.1,72
Africa,Algeria,,Algiers,3,14,53.8,52.8,73
Africa,Algeria,,Algiers,3,15,54.9,53.9,74
Africa,Algeria,,Algiers,3,16,55.8,54.8,75
Africa,Algeria,,Algiers,3,17,56,55,76
Africa,Algeria,,Algiers,3,18,53.8,52.8,77
Africa,Algeria,,Algiers,3,19,57.1,56.1,78
Africa,Algeria,,Algiers,3,20,57.5,56.5,79
Africa,Algeria,,Algiers,3,21,57.7,56.7,80
Africa,Algeria,,Algiers,3,22,52.4,51.4,81
Africa,Algeria,,Algiers,3,23,52.6,51.6,82
Africa,Algeria,,Algiers,3,24,54.3,53.3,83
Africa,Algeria,,Algiers,3,25,57.4,56.4,84
Africa,Algeria,,Algiers,3,26,55.7,54.7,85
Africa,Algeria,,Algiers,3,27,55.5,54.5,86
Africa,Algeria,,Algiers,3,28,54.4,53.4,87
Africa,Algeria,,Algiers,3,29,57.6,56.6,88
Africa,Algeria,,Algiers,3,30,54.2,53.2,89
Africa,Algeria,,Algiers,3,31,47.6,46.6,90
Africa,Algeria,,Algiers,4,1,48.4,47.4,91
Africa,Algeria,,Algiers,4,2,53,52,92
Africa,Algeria,,Algiers,4,3,63.2,62.2,93
Africa,Algeria,,Algiers,4,4,65.2,64.2,94
Africa,Algeria,,Algiers,4,5,60.5,59.5,95
Africa,Algeria,,Algiers,4,6,60,59,96
Africa,Algeria,,Algiers,4,7,55.9,54.9,97
Africa,Algeria,,Algiers,4,8,55.2,54.2,98
Africa,Algeria,,Algiers,4,9,58.8,57.8,99
Africa,Algeria,,Algiers,4,10,61,60,100
Africa,Algeria,,Algiers,4,11,62.1,61.1,101
Africa,Algeria,,Algiers,4,12,57.2,56.2,102
Africa,Algeria,,Algiers,4,13,57.1,56.1,103
Africa,Algeria,,Algiers,4,14,55.6,54.6,104
Africa,Algeria,,Algiers,4,15,55.5,54.5,105
Africa,Algeria,,Algiers,4,16,53,52,106
Africa,Algeria,,Algiers,4,17,57.6,56.6,107
Africa,Algeria,,Algiers,4,18,61.4,60.4,108
Africa,Algeria,,Algiers,4,19,63.7,62.7,109
Africa,Algeria,,Algiers,4,20,62,61,110
Africa,Algeria,,Algiers,4,21,57.5,56.5,111
Africa,Algeria,,Algiers,4,22,57,56,112
Africa,Algeria,,Algiers,4,23,54.1,53.1,113
Africa,Algeria,,Algiers,4,24,52.1,51.1,114
Africa,Algeria,,Algiers,4,25,58.2,57.2,115
Africa,Algeria,,Algiers,4,26,57.3,56.3,116
Africa,Algeria,,Algiers,4,27,57.5,56.5,117
Africa,Algeria,,Algiers,4,28,61.8,60.8,118
Africa,Algeria,,Algiers,4,29,61.4,60.4,119
Africa,Algeria,,Algiers,4,30,62.5,61.5,120
Africa,Algeria,,Algiers,5,1,61.4,60.4,121
Africa,Algeria,,Algiers,5,2,60.7,59.7,122
Africa,Algeria,,Algiers,5,3,62.5,61.5,123
Africa,Algeria,,Algiers,5,4,64.9,63.9,124
Africa,Algeria,,Algiers,5,5,64.7,63.7,125
Africa,Algeria,,Algiers,5,6,67.7,66.7,126
Africa,Algeria,,Algiers,5,7,76.1,75.1,127
Africa,Algeria,,Algiers,5,8,78.2,77.2,128
Africa,Algeria,,Algiers,5,9,75.6,74.6,129
Africa,Algeria,,Algiers,5,10,70.4,69.4,130
Africa,Algeria,,Algiers,5,11,68.4,67.4,131
Africa,Algeria,,Algiers,5,12,69.2,68.2,132
Africa,Algeria,,Algiers,5,13,64.3,63.3,133
Africa,Algeria,,Algiers,5,14,61.4,60.4,134
Africa,Algeria,,Algiers,5,15,66.6,65.6,135
Africa,Algeria,,Algiers,5,16,69.9,68.9,136
Africa,Algeria,,Algiers,5,17,69.4,68.4,137
Africa,Algeria,,Algiers,5,18,71.1,70.1,138
Africa,Algeria,,Algiers,5,19,71.3,70.3,139
Africa,Algeria,,Algiers,5,20,69,68,140
Africa,Algeria,,Algiers,5,21,63.6,62.6,141
Africa,Algeria,,Algiers,5,22,65.3,64.3,142
Africa,Algeria,,Algiers,5,23,73,72,143
Africa,Algeria,,Algiers,5,24,74.9,73.9,144
Africa,Algeria,,Algiers,5,25,69.2,68.2,145
Africa,Algeria,,Algiers,5,26,68.7,67.7,146
Africa,Algeria,,Algiers,5,27,68.2,67.2,147
Africa,Algeria,,Algiers,5,28,68.7,67.7,148
Africa,Algeria,,Algiers,5,29,69.3,68.3,149
Africa,Algeria,,Algiers,5,30,69.2,68.2,150
Africa,Algeria,,Algiers,5,31,67.8,66.8,151
Africa,Algeria,,Algiers,6,1,65.6,64.6,152
Africa,Algeria,,Algiers,6,2,67.7,66.7,153
Africa,Algeria,,Algiers,6,3,68.7,67.7,154
Africa,Algeria,,Algiers,6,4,69.6,68.6,155
Africa,Algeria,,Algiers,6,5,70.3,69.3,156
Africa,Algeria,,Algiers,6,6,71.4,70.4,157
Africa,Algeria,,Algiers,6,7,73.6,72.6,158
Africa,Algeria,,Algiers,6,8,71.6,70.6,159
Africa,Algeria,,Algiers,6,9,71.5,70.5,160
Africa,Algeria,,Algiers,6,10,70.1,69.1,161
Africa,Algeria,,Algiers,6,11,69.6,68.6,162
Africa,Algeria,,Algiers,6,12,71.3,70.3,163
Africa,Algeria,,Algiers,6,13,70.2,69.2,164
Africa,Algeria,,Algiers,6,14,70.2,69.2,165
Africa,Algeria,,Algiers,6,15,72.5,71.5,166
Africa,Algeria,,Algiers,6,16,72.4,71.4,167
Africa,Algeria,,Algiers,6,17,72.9,71.9,168
Africa,Algeria,,Algiers,6,18,71,70,169
Africa,Algeria,,Algiers,6,19,77.5,76.5,170
Africa,Algeria,,Algiers,6,20,74.4,73.4,171
Africa,Algeria,,Algiers,6,21,76.9,75.9,172
Africa,Algeria,,Algiers,6,22,75.5,74.5,173
Africa,Algeria,,Algiers,6,23,74.8,73.8,174
Africa,Algeria,,Algiers,6,24,73.8,72.8,175
Africa,Algeria,,Algiers,6,25,75.6,74.6,176
Africa,Algeria,,Algiers,6,26,76.8,75.8,177
Africa,Algeria,,Algiers,6,27,76.8,75.8,178
Africa,Algeria,,Algiers,6,28,76.1,75.1,179
Africa,Algeria,,Algiers,6,29,74.6,73.6,180
Africa,Algeria,,Algiers,6,30,78.7,77.7,181
Africa,Algeria,,Algiers,7,1,79.6,78.6,182
Africa,Algeria,,Algiers,7,2,78.4,77.4,183
Africa,Algeria,,Algiers,7,3,77.2,76.2,184
Africa,Algeria,,Algiers,7,4,74,73,185
Africa,Algeria,,Algiers,7,5,74.9,73.9,186
Africa,Algeria,,Algiers,7,6,73.9,72.9,187
Africa,Algeria,,Algiers,7,7,75.1,74.1,188
Africa,Algeria,,Algiers,7,8,77.6,76.6,189
Africa,Algeria,,Algiers,7,9,76.9,75.9,190
Africa,Algeria,,Algiers,7,10,77.7,76.7,191
Africa,Algeria,,Algiers,7,11,77.1,76.1,192
Africa,Algeria,,Algiers,7,12,76.5,75.5,193
Africa,Algeria,,Algiers,7,13,75.6,74.6,194
Africa,Algeria,,Algiers,7,14,77.7,76.7,195
Africa,Algeria,,Algiers,7,15,77.5,76.5,196
Africa,Algeria,,Algiers,7,16,77.4,76.4,197
Africa,Algeria,,Algiers,7,17,77.6,76.6,198
Africa,Algeria,,Algiers,7,18,78.7,77.7,199
Africa,Algeria,,Algiers,7,19,79.3,78.3,200
Africa,Algeria,,Algiers,7,20,77.9,76.9,201
Africa,Algeria,,Algiers,7,21,84.4,83.4,202
Africa,Algeria,,Algiers,7,22,82.6,81.6,203
Africa,Algeria,,Algiers,7,23,78.2,77.2,204
Africa,Algeria,,Algiers,7,24,81.4,80.4,205
Africa,Algeria,,Algiers,7,25,80.3,79.3,206
Africa,Algeria,,Algiers,7,26,82.1,81.1,207
Africa,Algeria,,Algiers,7,27,81.7,80.7,208
Africa,Algeria,,Algiers,7,28,81.3,80.3,209
Africa,Algeria,,Algiers,7,29,80.4,79.4,210
Africa,Algeria,,Algiers,7,30,79.8,78.8,211
Africa,Algeria,,Algiers,7,31,80.7,79.7,212
Africa,Algeria,,Algiers,8,1,81.1,80.1,213
Africa,Algeria,,Algiers,8,2,80.9,79.9,214
Africa,Algeria,,Algiers,8,3,78.6,77.6,215
Africa,Algeria,,Algiers,8,4,79.6,78.6,216
Africa,Algeria,,Algiers,8,5,79.5,78.5,217
Africa,Algeria,,Algiers,8,6,79.3,78.3,218
Africa,Algeria,,Algiers,8,7,79.4,78.4,219
Africa,Algeria,,Algiers,8,8,79.9,78.9,220
Africa,Algeria,,Algiers,8,9,-98,-99,221
Africa,Algeria,,Algiers,8,10,-98,-99,222
Africa,Algeria,,Algiers,8,11,86.7,85.7,223
Africa,Algeria,,Algiers,8,12,83.1,82.1,224
Africa,Algeria,,Algiers,8,13,80.5,79.5,225
Africa,Algeria,,Algiers,8,14,82,81,226
Africa,Algeria,,Algiers,8,15,79.9,78.9,227
Africa,Algeria,,Algiers,8,16,78.6,77.6,228
Africa,Algeria,,Algiers,8,17,80.4,79.4,229
Africa,Algeria,,Algiers,8,18,80.8,79.8,230
Africa,Algeria,,Algiers,8,19,80,79,231
Africa,Algeria,,Algiers,8,20,78.5,77.5,232
Africa,Algeria,,Algiers,8,21,79.3,78.3,233
Africa,Algeria,,Algiers,8,22,77.2,76.2,234
Africa,Algeria,,Algiers,8,23,78.4,77.4,235
Africa,Algeria,,Algiers,8,24,77,76,236
Africa,Algeria,,Algiers,8,25,75.9,74.9,237
Africa,Algeria,,Algiers,8,26,74.8,73.8,238
Africa,Algeria,,Algiers,8,27,76.6,75.6,239
Africa,Algeria,,Algiers,8,28,76.8,75.8,240
Africa,Algeria,,Algiers,8,29,77,76,241
Africa,Algeria,,Algiers,8,30,74,73,242
Africa,Algeria,,Algiers,8,31,73.9,72.9,243
Africa,Algeria,,Algiers,9,1,77.3,76.3,244
Africa,Algeria,,Algiers,9,2,80.6,79.6,245
Africa,Algeria,,Algiers,9,3,85.2,84.2,246
Africa,Algeria,,Algiers,9,4,77,76,247
Africa,Algeria,,Algiers,9,5,77,76,248
Africa,Algeria,,Algiers,9,6,77,76,249
Africa,Algeria,,Algiers,9,7,76.9,75.9,250
Africa,Algeria,,Algiers,9,8,76.7,75.7,251
Africa,Algeria,,Algiers,9,9,71.6,70.6,252
Africa,Algeria,,Algiers,9,10,74.6,73.6,253
Africa,Algeria,,Algiers,9,11,76.1,75.1,254
Africa,Algeria,,Algiers,9,12,76.2,75.2,255
Africa,Algeria,,Algiers,9,13,73.5,72.5,256
Africa,Algeria,,Algiers,9,14,70.4,69.4,257
Africa,Algeria,,Algiers,9,15,70.9,69.9,258
Africa,Algeria,,Algiers,9,16,72,71,259
Africa,Algeria,,Algiers,9,17,73,72,260
Africa,Algeria,,Algiers,9,18,75,74,261
Africa,Algeria,,Algiers,9,19,72.9,71.9,262
Africa,Algeria,,Algiers,9,20,68.9,67.9,263
Africa,Algeria,,Algiers,9,21,68.8,67.8,264
Africa,Algeria,,Algiers,9,22,70.3,69.3,265
Africa,Algeria,,Algiers,9,23,69.6,68.6,266
Africa,Algeria,,Algiers,9,24,67,66,267
Africa,Algeria,,Algiers,9,25,66.3,65.3,268
Africa,Algeria,,Algiers,9,26,63.6,62.6,269
Africa,Algeria,,Algiers,9,27,66.2,65.2,270
Africa,Algeria,,Algiers,9,28,67.7,66.7,271
Africa,Algeria,,Algiers,9,29,68,67,272
Africa,Algeria,,Algiers,9,30,71.6,70.6,273
Africa,Algeria,,Algiers,10,1,70,69,274
Africa,Algeria,,Algiers,10,2,70,69,275
Africa,Algeria,,Algiers,10,3,75,74,276
Africa,Algeria,,Algiers,10,4,73.9,72.9,277
Africa,Algeria,,Algiers,10,5,74.3,73.3,278
Africa,Algeria,,Algiers,10,6,74.6,73.6,279
Africa,Algeria,,Algiers,10,7,72.1,71.1,280
Africa,Algeria,,Algiers,10,8,73.4,72.4,281
Africa,Algeria,,Algiers,10,9,71.6,70.6,282
Africa,Algeria,,Algiers,10,10,70.8,69.8,283
Africa,Algeria,,Algiers,10,11,68.8,67.8,284
Africa,Algeria,,Algiers,10,12,67,66,285
Africa,Algeria,,Algiers,10,13,72.6,71.6,286
Africa,Algeria,,Algiers,10,14,69.9,68.9,287
Africa,Algeria,,Algiers,10,15,70.1,69.1,288
Africa,Algeria,,Algiers,10,16,67,66,289
Africa,Algeria,,Algiers,10,17,68.3,67.3,290
Africa,Algeria,,Algiers,10,18,70.5,69.5,291
Africa,Algeria,,Algiers,10,19,66.4,65.4,292
Africa,Algeria,,Algiers,10,20,64,63,293
Africa,Algeria,,Algiers,10,21,63.2,62.2,294
Africa,Algeria,,Algiers,10,22,64.2,63.2,295
Africa,Algeria,,Algiers,10,23,64.4,63.4,296
Africa,Algeria,,Algiers,10,24,63.4,62.4,297
Africa,Algeria,,Algiers,10,25,68.4,67.4,298
Africa,Algeria,,Algiers,10,26,67.4,66.4,299
Africa,Algeria,,Algiers,10,27,67.9,66.9,300
Africa,Algeria,,Algiers,10,28,69.9,68.9,301
Africa,Algeria,,Algiers,10,29,71.3,70.3,302
Africa,Algeria,,Algiers,10,30,72.6,71.6,303
Africa,Algeria,,Algiers,10,31,72.3,71.3,304
Africa,Algeria,,Algiers,11,1,68.9,67.9,305
Africa,Algeria,,Algiers,11,2,70.9,69.9,306
Africa,Algeria,,Algiers,11,3,66.3,65.3,307
Africa,Algeria,,Algiers,11,4,61.6,60.6,308
Africa,Algeria,,Algiers,11,5,62.6,61.6,309
Africa,Algeria,,Algiers,11,6,56,55,310
Africa,Algeria,,Algiers,11,7,53.5,52.5,311
Africa,Algeria,,Algiers,11,8,58.2,57.2,312
Africa,Algeria,,Algiers,11,9,59.3,58.3,313
Africa,Algeria,,Algiers,11,10,75,74,314
Africa,Algeria,,Algiers,11,11,75.8,74.8,315
Africa,Algeria,,Algiers,11,12,69.6,68.6,316
Africa,Algeria,,Algiers,11,13,60.9,59.9,317
Africa,Algeria,,Algiers,11,14,59.4,58.4,318
Africa,Algeria,,Algiers,11,15,60.5,59.5,319
Africa,Algeria,,Algiers,11,16,65.3,64.3,320
Africa,Algeria,,Algiers,11,17,67.8,66.8,321
Africa,Algeria,,Algiers,11,18,72.7,71.7,322
Africa,Algeria,,Algiers,11,19,66.7,65.7,323
Africa,Algeria,,Algiers,11,20,60,59,324
Africa,Algeria,,Algiers,11,21,64.5,63.5,325
Africa,Algeria,,Algiers,11,22,61.5,60.5,326
Africa,Algeria,,Algiers,11,23,57.4,56.4,327
Africa,Algeria,,Algiers,11,24,57.4,56.4,328
Africa,Algeria,,Algiers,11,25,61.5,60.5,329
Africa,Algeria,,Algiers,11,26,60.3,59.3,330
Africa,Algeria,,Algiers,11,27,57.8,56.8,331
Africa,Algeria,,Algiers,11,28,53.6,52.6,332
Africa,Algeria,,Algiers,11,29,57.6,56.6,333
Africa,Algeria,,Algiers,11,30,58.5,57.5,334
Africa,Algeria,,Algiers,12,1,58.3,57.3,335
Africa,Algeria,,Algiers,12,2,56.9,55.9,336
Africa,Algeria,,Algiers,12,3,56.1,55.1,337
Africa,Algeria,,Algiers,12,4,58.7,57.7,338
Africa,Algeria,,Algiers,12,5,54.8,53.8,339
Africa,Algeria,,Algiers,12,6,52.8,51.8,340
Africa,Algeria,,Algiers,12,7,60.3,59.3,341
Africa,Algeria,,Algiers,12,8,59.2,58.2,342
Africa,Algeria,,Algiers,12,9,54.2,53.2,343
Africa,Algeria,,Algiers,12,10,53.6,52.6,344
Africa,Algeria,,Algiers,12,11,53.9,52.9,345
Africa,Algeria,,Algiers,12,12,53.1,52.1,346
Africa,Algeria,,Algiers,12,13,55.4,54.4,347
Africa,Algeria,,Algiers,12,14,53.3,52.3,348
Africa,Algeria,,Algiers,12,15,63.7,62.7,349
Africa,Algeria,,Algiers,12,16,63.2,62.2,350
Africa,Algeria,,Algiers,12,17,56.6,55.6,351
Africa,Algeria,,Algiers,12,18,55.1,54.1,352
Africa,Algeria,,Algiers,12,19,53.1,52.1,353
Africa,Algeria,,Algiers,12,20,59.1,58.1,354
Africa,Algeria,,Algiers,12,21,58,57,355
Africa,Algeria,,Algiers,12,22,56.3,55.3,356
Africa,Algeria,,Algiers,12,23,61.8,60.8,357
Africa,Algeria,,Algiers,12,24,68,67,358
Africa,Algeria,,Algiers,12,25,67.9,66.9,359
Africa,Algeria,,Algiers,12,26,66.7,65.7,360
Africa,Algeria,,Algiers,12,27,65.2,64.2,361
Africa,Algeria,,Algiers,12,28,64.9,63.9,362
Africa,Algeria,,Algiers,12,29,58.3,57.3,363
Africa,Algeria,,Algiers,12,30,65.3,64.3,364
Africa,Algeria,,Algiers,12,31,67.1,66.1,365
Africa,Algeria,,Algiers,1,1,68.4,67.4,366
Africa,Algeria,,Algiers,1,2,61,60,367
Africa,Algeria,,Algiers,1,3,55.4,54.4,368
Africa,Algeria,,Algiers,1,4,58.7,57.7,369
Africa,Algeria,,Algiers,1,5,58.6,57.6,370
Africa,Algeria,,Algiers,1,6,63.2,62.2,371
Africa,Algeria,,Algiers,1,7,60.8,59.8,372
Africa,Algeria,,Algiers,1,8,57.8,56.8,373
Africa,Algeria,,Algiers,1,9,65.5,64.5,374
Africa,Algeria,,Algiers,1,10,57.7,56.7,375
Africa,Algeria,,Algiers,1,11,54.5,53.5,376
Africa,Algeria,,Algiers,1,12,55.3,54.3,377
Africa,Algeria,,Algiers,1,13,55.1,54.1,378
Africa,Algeria,,Algiers,1,14,54.3,53.3,379
Africa,Algeria,,Algiers,1,15,60.4,59.4,380
Africa,Algeria,,Algiers,1,16,54.2,53.2,381
Africa,Algeria,,Algiers,1,17,57.8,56.8,382
Africa,Algeria,,Algiers,1,18,56.3,55.3,383
Africa,Algeria,,Algiers,1,19,54.3,53.3,384
Africa,Algeria,,Algiers,1,20,56.8,55.8,385
Africa,Algeria,,Algiers,1,21,59.6,58.6,386
Africa,Algeria,,Algiers,1,22,67,66,387
Africa,Algeria,,Algiers,1,23,62.1,61.1,388
Africa,Algeria,,Algiers,1,24,57.8,56.8,389
Africa,Algeria,,Algiers,1,25,52.9,51.9,390
Africa,Algeria,,Algiers,1,26,53.1,52.1,391
Africa,Algeria,,Algiers,1,27,59.6,58.6,392
Africa,Algeria,,Algiers,1,28,63.8,62.8,393
Africa,Algeria,,Algiers,1,29,57.3,56.3,394
Africa,Algeria,,Algiers,1,30,55.2,54.2,395
Africa,Algeria,,Algiers,1,31,55,54,396
Africa,Algeria,,Algiers,2,1,61.6,60.6,397
Africa,Algeria,,Algiers,2,2,59.3,58.3,398
Africa,Algeria,,Algiers,2,3,55.7,54.7,399
Africa,Algeria,,Algiers,2,4,57,56,400
Africa,Algeria,,Algiers,2,5,52.8,51.8,401
Africa,Algeria,,Algiers,2,6,56.8,55.8,402
Africa,Algeria,,Algiers,2,7,56.9,55.9,403
Africa,Algeria,,Algiers,2,8,56.8,55.8,404
Africa,Algeria,,Algiers,2,9,49.9,48.9,405
Africa,Algeria,,Algiers,2,10,55.6,54.6,406
Africa,Algeria,,Algiers,2,11,52,51,407
Africa,Algeria,,Algiers,2,12,52.4,51.4,408
Africa,Algeria,,Algiers,2,13,-98,-99,409
Africa,Algeria,,Algiers,2,14,-98,-99,410
Africa,Algeria,,Algiers,2,15,50.4,49.4,411
Africa,Algeria,,Algiers,2,16,49.4,48.4,412
Africa,Algeria,,Algiers,2,17,52.2,51.2,413
Africa,Algeria,,Algiers,2,18,49.5,48.5,414
Africa,Algeria,,Algiers,2,19,55.4,54.4,415
Africa,Algeria,,Algiers,2,20,49.5,48.5,416
Africa,Algeria,,Algiers,2,21,48,47,417
Africa,Algeria,,Algiers,2,22,43.3,42.3,418
Africa,Algeria,,Algiers,2,23,46.9,45.9,419
Africa,Algeria,,Algiers,2,24,46.9,45.9,420
Africa,Algeria,,Algiers,2,25,55.4,54.4,421
Africa,Algeria,,Algiers,2,26,53.5,52.5,422
Africa,Algeria,,Algiers,2,27,50,49,423
Africa,Algeria,,Algiers,2,28,51.2,50.2,424
Africa,Algeria,,Algiers,2,29,52.7,51.7,425
Africa,Algeria,,Algiers,3,1,49.6,48.6,426
Africa,Algeria,,Algiers,3,2,50.5,49.5,427
Africa,Algeria,,Algiers,3,3,52.6,51.6,428
Africa,Algeria,,Algiers,3,4,51.3,50.3,429
Africa,Algeria,,Algiers,3,5,51.7,50.7,430
Africa,Algeria,,Algiers,3,6,58.7,57.7,431
Africa,Algeria,,Algiers,3,7,57.5,56.5,432
Africa,Algeria,,Algiers,3,8,56.3,55.3,433
Africa,Algeria,,Algiers,3,9,60.8,59.8,434
Africa,Algeria,,Algiers,3,10,56.4,55.4,435
Africa,Algeria,,Algiers,3,11,54.3,53.3,436
Africa,Algeria,,Algiers,3,12,52.4,51.4,437
Africa,Algeria,,Algiers,3,13,54.8,53.8,438
Africa,Algeria,,Algiers,3,14,53.4,52.4,439
Africa,Algeria,,Algiers,3,15,51.9,50.9,440
Africa,Algeria,,Algiers,3,16,52,51,441
Africa,Algeria,,Algiers,3,17,50.4,49.4,442
Africa,Algeria,,Algiers,3,18,51.1,50.1,443
Africa,Algeria,,Algiers,3,19,51.4,50.4,444
Africa,Algeria,,Algiers,3,20,57.1,56.1,445
Africa,Algeria,,Algiers,3,21,58.2,57.2,446
Africa,Algeria,,Algiers,3,22,61.4,60.4,447
Africa,Algeria,,Algiers,3,23,66.5,65.5,448
Africa,Algeria,,Algiers,3,24,73.4,72.4,449
Africa,Algeria,,Algiers,3,25,65.2,64.2,450
Africa,Algeria,,Algiers,3,26,62.5,61.5,451
Africa,Algeria,,Algiers,3,27,61.2,60.2,452
Africa,Algeria,,Algiers,3,28,61.3,60.3,453
Africa,Algeria,,Algiers,3,29,59.9,58.9,454
Africa,Algeria,,Algiers,3,30,64.6,63.6,455
Africa,Algeria,,Algiers,3,31,63.4,62.4,456
Africa,Algeria,,Algiers,4,1,61.5,60.5,457
Africa,Algeria,,Algiers,4,2,62.6,61.6,458
Africa,Algeria,,Algiers,4,3,56.4,55.4,459
Africa,Algeria,,Algiers,4,4,51.6,50.6,460
Africa,Algeria,,Algiers,4,5,54.2,53.2,461
Africa,Algeria,,Algiers,4,6,56.1,55.1,462
Africa,Algeria,,Algiers,4,7,56,55,463
Africa,Algeria,,Algiers,4,8,57.9,56.9,464
Africa,Algeria,,Algiers,4,9,57.3,56.3,465
Africa,Algeria,,Algiers,4,10,56.6,55.6,466
Africa,Algeria,,Algiers,4,11,60.5,59.5,467
Africa,Algeria,,Algiers,4,12,60.1,59.1,468
Africa,Algeria,,Algiers,4,13,62,61,469
Africa,Algeria,,Algiers,4,14,62.2,61.2,470
Africa,Algeria,,Algiers,4,15,58.9,57.9,471
Africa,Algeria,,Algiers,4,16,59.9,58.9,472
Africa,Algeria,,Algiers,4,17,62.3,61.3,473
Africa,Algeria,,Algiers,4,18,55,54,474
Africa,Algeria,,Algiers,4,19,61.4,60.4,475
Africa,Algeria,,Algiers,4,20,75.1,74.1,476
Africa,Algeria,,Algiers,4,21,69,68,477
Africa,Algeria,,Algiers,4,22,69.6,68.6,478
Africa,Algeria,,Algiers,4,23,65.7,64.7,479
Africa,Algeria,,Algiers,4,24,60,59,480
Africa,Algeria,,Algiers,4,25,59.2,58.2,481
Africa,Algeria,,Algiers,4,26,60.4,59.4,482
Africa,Algeria,,Algiers,4,27,59.8,58.8,483
Africa,Algeria,,Algiers,4,28,58.7,57.7,484
Africa,Algeria,,Algiers,4,29,59.6,58.6,485
Africa,Algeria,,Algiers,4,30,61.5,60.5,486
Africa,Algeria,,Algiers,5,1,61.7,60.7,487
Africa,Algeria,,Algiers,5,2,63.6,62.6,488
Africa,Algeria,,Algiers,5,3,64.3,63.3,489
